Grid,Difficulty,Story,Clues,Table,Options,Puzzle
3x5,Moderate,"A number of different experimental fusion reactors are slated to go online this year.  Using only the clues below, determine the type of each reactor, the country it is in and the month in which it will launch. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.Of the Rodim-Rexit and the Dynotis X1, one is the stellarator facility and the other will launch in January.
2.The Adtina V will launch 2 months after the direct drive facility.
3.Of the direct drive reactor and the fast ignition reactor, one will launch in May and the other is the Rodim-Rexit.
4.The five reactors are the Banok II, the fast ignition reactor, the z-pinch facility, the direct drive facility and the reactor launching in February.","+----------+---------+---------+
| Months   | Names   | Types   |
+==========+=========+=========+
| January  |         |         |
+----------+---------+---------+
| February |         |         |
+----------+---------+---------+
| March    |         |         |
+----------+---------+---------+
| April    |         |         |
+----------+---------+---------+
| May      |         |         |
+----------+---------+---------+","Names: Adtina V, Banok II, Comati DX5, Dynotis X1, Rodim-Rexit
Types: direct drive, fast ignition, stellarator, theta pinch, z-pinch","
Story:
A number of different experimental fusion reactors are slated to go online this year.  Using only the clues below, determine the type of each reactor, the country it is in and the month in which it will launch. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.Of the Rodim-Rexit and the Dynotis X1, one is the stellarator facility and the other will launch in January.
2.The Adtina V will launch 2 months after the direct drive facility.
3.Of the direct drive reactor and the fast ignition reactor, one will launch in May and the other is the Rodim-Rexit.
4.The five reactors are the Banok II, the fast ignition reactor, the z-pinch facility, the direct drive facility and the reactor launching in February.

Solve the grid puzzle by filling the table:
+----------+---------+---------+
| Months   | Names   | Types   |
+==========+=========+=========+
| January  |         |         |
+----------+---------+---------+
| February |         |         |
+----------+---------+---------+
| March    |         |         |
+----------+---------+---------+
| April    |         |         |
+----------+---------+---------+
| May      |         |         |
+----------+---------+---------+

Use the clues to fill the table with the following categories:
Names: Adtina V, Banok II, Comati DX5, Dynotis X1, Rodim-Rexit
Types: direct drive, fast ignition, stellarator, theta pinch, z-pinch"
3x5,Moderate,"The local TV weatherman, Freddy Flight, has only an hour to prepare tomorrow's winter weather forecasts.  Using only the clues that follow, match each town to its predicted snowfall (in inches), as well as its anticipated high and low temperatures. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The location with a forecasted low of 15 degrees is either Kensett or Newcastle.
2.Fillmore will get 1 more inch of snow than the location with a forecasted low of 15 degrees.
3.The location with a forecasted low of 19 degrees is either Fillmore or Kensett.
4.The town that will get 2 inches of snow has a forecasted low of 15 degrees.
5.Newcastle will get somewhat less snow than the town with a forecasted low of 12 degrees.
6.The town that will get 3 inches of snow has a forecasted low of 18 degrees.
7.Of Kensett and Quimby, one has a forecasted low of 19 degrees and the other is expected to receive 5 inches of snow.
8.The town that will get 1 inch of snow doesn't have a forecasted low of 19 degrees.","+------------+---------+-------------+
| Snowfall   | Towns   | Low Temps   |
+============+=========+=============+
| 1 inch     |         |             |
+------------+---------+-------------+
| 2 inches   |         |             |
+------------+---------+-------------+
| 3 inches   |         |             |
+------------+---------+-------------+
| 4 inches   |         |             |
+------------+---------+-------------+
| 5 inches   |         |             |
+------------+---------+-------------+","Towns: Fillmore, Kensett, Newcastle, Quimby, Upton
Low Temps: 12 degrees, 15 degrees, 18 degrees, 19 degrees, 22 degrees","
Story:
The local TV weatherman, Freddy Flight, has only an hour to prepare tomorrow's winter weather forecasts.  Using only the clues that follow, match each town to its predicted snowfall (in inches), as well as its anticipated high and low temperatures. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The location with a forecasted low of 15 degrees is either Kensett or Newcastle.
2.Fillmore will get 1 more inch of snow than the location with a forecasted low of 15 degrees.
3.The location with a forecasted low of 19 degrees is either Fillmore or Kensett.
4.The town that will get 2 inches of snow has a forecasted low of 15 degrees.
5.Newcastle will get somewhat less snow than the town with a forecasted low of 12 degrees.
6.The town that will get 3 inches of snow has a forecasted low of 18 degrees.
7.Of Kensett and Quimby, one has a forecasted low of 19 degrees and the other is expected to receive 5 inches of snow.
8.The town that will get 1 inch of snow doesn't have a forecasted low of 19 degrees.

Solve the grid puzzle by filling the table:
+------------+---------+-------------+
| Snowfall   | Towns   | Low Temps   |
+============+=========+=============+
| 1 inch     |         |             |
+------------+---------+-------------+
| 2 inches   |         |             |
+------------+---------+-------------+
| 3 inches   |         |             |
+------------+---------+-------------+
| 4 inches   |         |             |
+------------+---------+-------------+
| 5 inches   |         |             |
+------------+---------+-------------+

Use the clues to fill the table with the following categories:
Towns: Fillmore, Kensett, Newcastle, Quimby, Upton
Low Temps: 12 degrees, 15 degrees, 18 degrees, 19 degrees, 22 degrees"
3x5,Moderate,"At the Saddlebrook Artisan Market, seven skilled leatherworkers laid out their finest handcrafted goods on oiled-cloth tables for the weekend crowd.  Determine the cost of each item, the type of product, its color, and the craftsperson who made it. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The chestnut item sold for somewhat more than the castano item.
2.The five items were the item that costs $140, the messenger bag, the sienna piece, the watch strap and the belt.
3.Of the holster and the item that costs $160, one is chestnut colored and the other is russet colored.
4.The watch strap isn't priced at $180.
5.The belt sold for 40 dollars more than the messenger bag.
6.The belt is russet colored.","+----------+------------+----------+
| Prices   | Products   | Colors   |
+==========+============+==========+
| $120     |            |          |
+----------+------------+----------+
| $140     |            |          |
+----------+------------+----------+
| $160     |            |          |
+----------+------------+----------+
| $180     |            |          |
+----------+------------+----------+
| $200     |            |          |
+----------+------------+----------+","Products: belt, holster, journal, messenger bag, watch strap
Colors: black, castano, chestnut, russet, sienna","
Story:
At the Saddlebrook Artisan Market, seven skilled leatherworkers laid out their finest handcrafted goods on oiled-cloth tables for the weekend crowd.  Determine the cost of each item, the type of product, its color, and the craftsperson who made it. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The chestnut item sold for somewhat more than the castano item.
2.The five items were the item that costs $140, the messenger bag, the sienna piece, the watch strap and the belt.
3.Of the holster and the item that costs $160, one is chestnut colored and the other is russet colored.
4.The watch strap isn't priced at $180.
5.The belt sold for 40 dollars more than the messenger bag.
6.The belt is russet colored.

Solve the grid puzzle by filling the table:
+----------+------------+----------+
| Prices   | Products   | Colors   |
+==========+============+==========+
| $120     |            |          |
+----------+------------+----------+
| $140     |            |          |
+----------+------------+----------+
| $160     |            |          |
+----------+------------+----------+
| $180     |            |          |
+----------+------------+----------+
| $200     |            |          |
+----------+------------+----------+

Use the clues to fill the table with the following categories:
Products: belt, holster, journal, messenger bag, watch strap
Colors: black, castano, chestnut, russet, sienna"
3x5,Moderate,"Oswald has been mixing herbal remedies in his apothecary shop for decades, and each one calls for a precise dosage.  Match each remedy to its primary and secondary ingredients, as well as the ailment it treats, and determine the dosage of each one. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The tonic blended with sage requires fewer drops than the tonic blended with hyssop.
2.The valerian tonic requires 5 fewer drops than the lavender remedy.
3.Of the remedy blended with anise and the remedy blended with hyssop, one contains lavender and the other requires a dosage of 25 drops.
4.The tonic blended with fennel is either the rosemary tonic or the remedy with a dose of 5 drops.
5.The elderberry tonic is either the tonic with a dose of 5 drops or the tonic with a dose of 20 drops.
6.The tonic with a dose of 10 drops includes hyssop.","+-----------+---------------+---------------+
| Dosages   | Ingredients   | Secondaries   |
+===========+===============+===============+
| 5 drops   |               |               |
+-----------+---------------+---------------+
| 10 drops  |               |               |
+-----------+---------------+---------------+
| 15 drops  |               |               |
+-----------+---------------+---------------+
| 20 drops  |               |               |
+-----------+---------------+---------------+
| 25 drops  |               |               |
+-----------+---------------+---------------+","Ingredients: chamomile, elderberry, lavender, rosemary, valerian
Secondaries: anise, fennel, hyssop, nettle, sage","
Story:
Oswald has been mixing herbal remedies in his apothecary shop for decades, and each one calls for a precise dosage.  Match each remedy to its primary and secondary ingredients, as well as the ailment it treats, and determine the dosage of each one. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The tonic blended with sage requires fewer drops than the tonic blended with hyssop.
2.The valerian tonic requires 5 fewer drops than the lavender remedy.
3.Of the remedy blended with anise and the remedy blended with hyssop, one contains lavender and the other requires a dosage of 25 drops.
4.The tonic blended with fennel is either the rosemary tonic or the remedy with a dose of 5 drops.
5.The elderberry tonic is either the tonic with a dose of 5 drops or the tonic with a dose of 20 drops.
6.The tonic with a dose of 10 drops includes hyssop.

Solve the grid puzzle by filling the table:
+-----------+---------------+---------------+
| Dosages   | Ingredients   | Secondaries   |
+===========+===============+===============+
| 5 drops   |               |               |
+-----------+---------------+---------------+
| 10 drops  |               |               |
+-----------+---------------+---------------+
| 15 drops  |               |               |
+-----------+---------------+---------------+
| 20 drops  |               |               |
+-----------+---------------+---------------+
| 25 drops  |               |               |
+-----------+---------------+---------------+

Use the clues to fill the table with the following categories:
Ingredients: chamomile, elderberry, lavender, rosemary, valerian
Secondaries: anise, fennel, hyssop, nettle, sage"
3x5,Moderate,"Greenville State College has several fraternities on campus, and Jeff has been researching them all to see which he wants to join.  Help him out by matching each fraternity house to its street and membership count, as well as the year it was founded on campus. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.Alpha Beta Tau is on Q Street.
2.The house with 35 members is either Theta Delta or the frat on Q Street.
3.Delta Gamma Pi is on Norwood Street.
4.Theta Delta has 6  fewer members than Delta Gamma Pi.
5.The fraternity on Cedar Street has somewhat more members than the frat on Norwood Street.
6.Of the fraternity on Shelly Lane and Lambda Alpha, one has 26 members and the other has 23 members.","+-----------+----------------+-----------+
|   Members | Fraternities   | Streets   |
+===========+================+===========+
|        23 |                |           |
+-----------+----------------+-----------+
|        26 |                |           |
+-----------+----------------+-----------+
|        29 |                |           |
+-----------+----------------+-----------+
|        32 |                |           |
+-----------+----------------+-----------+
|        35 |                |           |
+-----------+----------------+-----------+","Fraternities: Alpha Beta Tau, Beta Pi Omega, Delta Gamma Pi, Lambda Alpha, Theta Delta
Streets: Cedar Street, Front Street, Norwood Street, Q Street, Shelly Lane","
Story:
Greenville State College has several fraternities on campus, and Jeff has been researching them all to see which he wants to join.  Help him out by matching each fraternity house to its street and membership count, as well as the year it was founded on campus. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.Alpha Beta Tau is on Q Street.
2.The house with 35 members is either Theta Delta or the frat on Q Street.
3.Delta Gamma Pi is on Norwood Street.
4.Theta Delta has 6  fewer members than Delta Gamma Pi.
5.The fraternity on Cedar Street has somewhat more members than the frat on Norwood Street.
6.Of the fraternity on Shelly Lane and Lambda Alpha, one has 26 members and the other has 23 members.

Solve the grid puzzle by filling the table:
+-----------+----------------+-----------+
|   Members | Fraternities   | Streets   |
+===========+================+===========+
|        23 |                |           |
+-----------+----------------+-----------+
|        26 |                |           |
+-----------+----------------+-----------+
|        29 |                |           |
+-----------+----------------+-----------+
|        32 |                |           |
+-----------+----------------+-----------+
|        35 |                |           |
+-----------+----------------+-----------+

Use the clues to fill the table with the following categories:
Fraternities: Alpha Beta Tau, Beta Pi Omega, Delta Gamma Pi, Lambda Alpha, Theta Delta
Streets: Cedar Street, Front Street, Norwood Street, Q Street, Shelly Lane"
3x5,Moderate,"Amelia is writing an article for a golf magazine about some of the most memorable winning rounds ever played by a handful of women golfers.  Match each golfer to her score as well as the year and location of her victory. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The woman who won in 1923 didn't shoot a 62.
2.Of the person who won in 1923 and the person who won in 1921, one was Nellie Nolan and the other shot a 61.
3.Of the woman who won in 1920 and the golfer who won in 1924, one shot a 63 and the other was Pamela Peet.
4.Grace Goritz was either the golfer who scored a 60 or the woman who scored a 62.
5.The five golfers were Tina Tuttle, the woman who won in 1921, the person who won in 1922, the person who won in 1923 and the person who scored a 66.
6.The golfer who scored a 60 won her tournament 2 years after the person who scored a 63.","+---------+-----------+----------+
|   Years | Golfers   | Scores   |
+=========+===========+==========+
|    1920 |           |          |
+---------+-----------+----------+
|    1921 |           |          |
+---------+-----------+----------+
|    1922 |           |          |
+---------+-----------+----------+
|    1923 |           |          |
+---------+-----------+----------+
|    1924 |           |          |
+---------+-----------+----------+","Golfers: Grace Goritz, Nellie Nolan, Pamela Peet, Tina Tuttle, Vickie Vern
Scores: 60, 61, 62, 63, 66","
Story:
Amelia is writing an article for a golf magazine about some of the most memorable winning rounds ever played by a handful of women golfers.  Match each golfer to her score as well as the year and location of her victory. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The woman who won in 1923 didn't shoot a 62.
2.Of the person who won in 1923 and the person who won in 1921, one was Nellie Nolan and the other shot a 61.
3.Of the woman who won in 1920 and the golfer who won in 1924, one shot a 63 and the other was Pamela Peet.
4.Grace Goritz was either the golfer who scored a 60 or the woman who scored a 62.
5.The five golfers were Tina Tuttle, the woman who won in 1921, the person who won in 1922, the person who won in 1923 and the person who scored a 66.
6.The golfer who scored a 60 won her tournament 2 years after the person who scored a 63.

Solve the grid puzzle by filling the table:
+---------+-----------+----------+
|   Years | Golfers   | Scores   |
+=========+===========+==========+
|    1920 |           |          |
+---------+-----------+----------+
|    1921 |           |          |
+---------+-----------+----------+
|    1922 |           |          |
+---------+-----------+----------+
|    1923 |           |          |
+---------+-----------+----------+
|    1924 |           |          |
+---------+-----------+----------+

Use the clues to fill the table with the following categories:
Golfers: Grace Goritz, Nellie Nolan, Pamela Peet, Tina Tuttle, Vickie Vern
Scores: 60, 61, 62, 63, 66"
3x5,Moderate,"Sandra is compiling an article on some of the most recent Supreme Court decisions.  Help her with her research by matching each case to its date, and determine the final decision (yes votes and no votes) as well as the name of the justice who wrote the majority opinion. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.Short v Metz was sometime before Gibbs v Kintz.
2.Zamora v Pibb was the 5-4 decision.
3.Carson v Dunn was the 3-6 decision.
4.Of the March 31 proceeding and the March 17 case, one was the 5-4 decision and the other was Carson v Dunn.
5.Omar v Powers wasn't the 8-1 decision.
6.The 2-7 decision was 1 week before Carson v Dunn.
7.The March 17 proceeding, Omar v Powers, Short v Metz and Zamora v Pibb were all different cases.
8.Gibbs v Kintz was either the 4-5 decision or the 3-6 decision.","+----------+---------+-------------+
| Dates    | Cases   | Decisions   |
+==========+=========+=============+
| March 3  |         |             |
+----------+---------+-------------+
| March 10 |         |             |
+----------+---------+-------------+
| March 17 |         |             |
+----------+---------+-------------+
| March 24 |         |             |
+----------+---------+-------------+
| March 31 |         |             |
+----------+---------+-------------+","Cases: Carson v Dunn, Gibbs v Kintz, Omar v Powers, Short v Metz, Zamora v Pibb
Decisions: 2-7, 3-6, 4-5, 5-4, 8-1","
Story:
Sandra is compiling an article on some of the most recent Supreme Court decisions.  Help her with her research by matching each case to its date, and determine the final decision (yes votes and no votes) as well as the name of the justice who wrote the majority opinion. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.Short v Metz was sometime before Gibbs v Kintz.
2.Zamora v Pibb was the 5-4 decision.
3.Carson v Dunn was the 3-6 decision.
4.Of the March 31 proceeding and the March 17 case, one was the 5-4 decision and the other was Carson v Dunn.
5.Omar v Powers wasn't the 8-1 decision.
6.The 2-7 decision was 1 week before Carson v Dunn.
7.The March 17 proceeding, Omar v Powers, Short v Metz and Zamora v Pibb were all different cases.
8.Gibbs v Kintz was either the 4-5 decision or the 3-6 decision.

Solve the grid puzzle by filling the table:
+----------+---------+-------------+
| Dates    | Cases   | Decisions   |
+==========+=========+=============+
| March 3  |         |             |
+----------+---------+-------------+
| March 10 |         |             |
+----------+---------+-------------+
| March 17 |         |             |
+----------+---------+-------------+
| March 24 |         |             |
+----------+---------+-------------+
| March 31 |         |             |
+----------+---------+-------------+

Use the clues to fill the table with the following categories:
Cases: Carson v Dunn, Gibbs v Kintz, Omar v Powers, Short v Metz, Zamora v Pibb
Decisions: 2-7, 3-6, 4-5, 5-4, 8-1"
3x5,Moderate,"Mike and Cathy are searching for a home to rent in Andover County.  Using only the clues below, match each rental property to its owner, neighborhood, price and total square footage. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The home in Beaver Cove rents for $1,300/month.
2.Of the 1,225 sq ft house and the 1,350 sq ft home, one rents for $950/month and the other is in Eagle Grove.
3.The rental in Gilman is 250 sq ft larger than the home that rents for $1,300/month.
4.The home that rents for $1,525/month is 250 sq ft larger than the rental in Eagle Grove.
5.The rental in La Palma isn't 1,600 sq ft in size.
6.The 1,600 sq ft rental rents for $1,600/month.","+------------------+-----------------+---------+
| Square Footage   | Neighborhoods   | Rents   |
+==================+=================+=========+
| 1,100 sq ft      |                 |         |
+------------------+-----------------+---------+
| 1,225 sq ft      |                 |         |
+------------------+-----------------+---------+
| 1,350 sq ft      |                 |         |
+------------------+-----------------+---------+
| 1,475 sq ft      |                 |         |
+------------------+-----------------+---------+
| 1,600 sq ft      |                 |         |
+------------------+-----------------+---------+","Neighborhoods: Beaver Cove, Eagle Grove, Gilman, La Palma, Monticello
Rents: $950/month, $1,250/month, $1,300/month, $1,525/month, $1,600/month","
Story:
Mike and Cathy are searching for a home to rent in Andover County.  Using only the clues below, match each rental property to its owner, neighborhood, price and total square footage. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The home in Beaver Cove rents for $1,300/month.
2.Of the 1,225 sq ft house and the 1,350 sq ft home, one rents for $950/month and the other is in Eagle Grove.
3.The rental in Gilman is 250 sq ft larger than the home that rents for $1,300/month.
4.The home that rents for $1,525/month is 250 sq ft larger than the rental in Eagle Grove.
5.The rental in La Palma isn't 1,600 sq ft in size.
6.The 1,600 sq ft rental rents for $1,600/month.

Solve the grid puzzle by filling the table:
+------------------+-----------------+---------+
| Square Footage   | Neighborhoods   | Rents   |
+==================+=================+=========+
| 1,100 sq ft      |                 |         |
+------------------+-----------------+---------+
| 1,225 sq ft      |                 |         |
+------------------+-----------------+---------+
| 1,350 sq ft      |                 |         |
+------------------+-----------------+---------+
| 1,475 sq ft      |                 |         |
+------------------+-----------------+---------+
| 1,600 sq ft      |                 |         |
+------------------+-----------------+---------+

Use the clues to fill the table with the following categories:
Neighborhoods: Beaver Cove, Eagle Grove, Gilman, La Palma, Monticello
Rents: $950/month, $1,250/month, $1,300/month, $1,525/month, $1,600/month"
3x5,Moderate,"Several members of the Florida Trail Association have decided to each hike a different trail segment today to check for storm damage.  Using only the clues that follow, match each hiker to their start- and end-points and determine the total distance hiked by each. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.Of the person who trekked for 9 miles and the person who trekked for 12 miles, one is Tracey and the other started at Green Swamp.
2.Of Esther and the person who trekked for 8 miles, one started at Three Lakes and the other started at Reedy Creek.
3.The hiker who trekked for 11 miles started at Cassia.
4.The hiker who started at Reedy Creek walked 1 mile more than Orlando.
5.Heather didn't go exactly 8 miles.","+-------------+----------+----------------+
| Distances   | Hikers   | Start Points   |
+=============+==========+================+
| 8 miles     |          |                |
+-------------+----------+----------------+
| 9 miles     |          |                |
+-------------+----------+----------------+
| 10 miles    |          |                |
+-------------+----------+----------------+
| 11 miles    |          |                |
+-------------+----------+----------------+
| 12 miles    |          |                |
+-------------+----------+----------------+","Hikers: Esther, Glen, Heather, Orlando, Tracey
Start Points: Cassia, Green Swamp, Reedy Creek, Three Lakes, Tosohatchee","
Story:
Several members of the Florida Trail Association have decided to each hike a different trail segment today to check for storm damage.  Using only the clues that follow, match each hiker to their start- and end-points and determine the total distance hiked by each. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.Of the person who trekked for 9 miles and the person who trekked for 12 miles, one is Tracey and the other started at Green Swamp.
2.Of Esther and the person who trekked for 8 miles, one started at Three Lakes and the other started at Reedy Creek.
3.The hiker who trekked for 11 miles started at Cassia.
4.The hiker who started at Reedy Creek walked 1 mile more than Orlando.
5.Heather didn't go exactly 8 miles.

Solve the grid puzzle by filling the table:
+-------------+----------+----------------+
| Distances   | Hikers   | Start Points   |
+=============+==========+================+
| 8 miles     |          |                |
+-------------+----------+----------------+
| 9 miles     |          |                |
+-------------+----------+----------------+
| 10 miles    |          |                |
+-------------+----------+----------------+
| 11 miles    |          |                |
+-------------+----------+----------------+
| 12 miles    |          |                |
+-------------+----------+----------------+

Use the clues to fill the table with the following categories:
Hikers: Esther, Glen, Heather, Orlando, Tracey
Start Points: Cassia, Green Swamp, Reedy Creek, Three Lakes, Tosohatchee"
3x5,Moderate,"Mrs. Drammel's fifth-grade class held a paper airplane contest this afternoon.  Using only the clues below, determine the color of each airplane, its maximum throwing distance, and the order in which each was thrown. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The silver airplane landed 10 feet shorter than the white airplane.
2.The airplane that went 55 feet was either the yellow plane or Ella's design.
3.Of the silver plane and the white airplane, one was Henrietta's and the other went 35 feet.
4.Omar's design went 45 feet.
5.The pink plane was either Margo's design or Henrietta's design.
6.Ella's design went 35 feet.","+-------------+------------+----------+
| Distances   | Students   | Colors   |
+=============+============+==========+
| 15 feet     |            |          |
+-------------+------------+----------+
| 25 feet     |            |          |
+-------------+------------+----------+
| 35 feet     |            |          |
+-------------+------------+----------+
| 45 feet     |            |          |
+-------------+------------+----------+
| 55 feet     |            |          |
+-------------+------------+----------+","Students: Ella, Henrietta, Margo, Omar, Roderick
Colors: green, pink, silver, white, yellow","
Story:
Mrs. Drammel's fifth-grade class held a paper airplane contest this afternoon.  Using only the clues below, determine the color of each airplane, its maximum throwing distance, and the order in which each was thrown. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The silver airplane landed 10 feet shorter than the white airplane.
2.The airplane that went 55 feet was either the yellow plane or Ella's design.
3.Of the silver plane and the white airplane, one was Henrietta's and the other went 35 feet.
4.Omar's design went 45 feet.
5.The pink plane was either Margo's design or Henrietta's design.
6.Ella's design went 35 feet.

Solve the grid puzzle by filling the table:
+-------------+------------+----------+
| Distances   | Students   | Colors   |
+=============+============+==========+
| 15 feet     |            |          |
+-------------+------------+----------+
| 25 feet     |            |          |
+-------------+------------+----------+
| 35 feet     |            |          |
+-------------+------------+----------+
| 45 feet     |            |          |
+-------------+------------+----------+
| 55 feet     |            |          |
+-------------+------------+----------+

Use the clues to fill the table with the following categories:
Students: Ella, Henrietta, Margo, Omar, Roderick
Colors: green, pink, silver, white, yellow"
